authorDisplayName,authorProfileImageUrl,likeCount,publishedAt,updatedAt,comment
Ronj,https://yt3.ggpht.com/ytc/AOPolaT49BEso2YBn2PVLOC5ILLrwwceOYg4_WY5Dg=s48-c-k-c0x00ffffff-no-rj,1,2023-01-29T20:02:29Z,2023-01-29T20:09:06Z,Good for them.  But child abuse does not need to go unchecked nor does making sure these children stay up to the standards of education for their age.
Ronj,https://yt3.ggpht.com/ytc/AOPolaT49BEso2YBn2PVLOC5ILLrwwceOYg4_WY5Dg=s48-c-k-c0x00ffffff-no-rj,1,2023-01-29T20:02:29Z,2023-01-29T20:09:06Z,Good for them.  But child abuse does not need to go unchecked nor does making sure these children stay up to the standards of education for their age.
Eureka Hope,https://yt3.ggpht.com/ytc/AOPolaQp4vn4yxu2XnlR5eIQlaZ8nTgyRxoVlpiyHw=s48-c-k-c0x00ffffff-no-rj,1,2023-03-01T23:13:21Z,2023-03-01T23:13:21Z,"""Covid-denying doctors"" 😂.I suppose they mean the physicians and scientists who are being proven correct day by day..."
Leviathan Sparrow,https://yt3.ggpht.com/ytc/AOPolaRMx8ZdJkZggk_LuT99n-9oaJc03rgfllAO4w=s48-c-k-c0x00ffffff-no-rj,1,2023-02-22T20:54:02Z,2023-02-22T20:54:02Z,"The leftists feel intimidated by home schoolers because they see a group of growing people that are actually capable and competent, which is the exact opposite of what the leftists represent. **Note - I said 'leftists', not 'liberals'. My family is liberal and we homeschool."
Krystal Robinson,https://yt3.ggpht.com/ytc/AOPolaR5F3iRiA5FHwTDyGGlKlFFpFB_jwh4KUo86Q=s48-c-k-c0x00ffffff-no-rj,1,2023-06-21T02:42:49Z,2023-06-21T02:42:49Z,"Teachers have absurdly high total comp / hr and it would be even higher if they didn't waste so much money on buildings, equipment and administrators"
Julia Hart,https://yt3.ggpht.com/ytc/AOPolaRXlqzpUIWVbW2-NzoSQMvWqhpK829wx14Y_cw1=s48-c-k-c0x00ffffff-no-rj,1,2023-05-25T19:16:31Z,2023-05-25T19:16:31Z,"Wait till they find out that college graduation rates are about the same and all the high school hype is pretty much worthless (except for the fact that, on average, homeschooled kids are accepted by better schools)..."
Krystal Robinson,https://yt3.ggpht.com/ytc/AOPolaR5F3iRiA5FHwTDyGGlKlFFpFB_jwh4KUo86Q=s48-c-k-c0x00ffffff-no-rj,1,2023-06-21T02:42:49Z,2023-06-21T02:42:49Z,"Teachers have absurdly high total comp / hr and it would be even higher if they didn't waste so much money on buildings, equipment and administrators"
Megaman the second,https://yt3.ggpht.com/LTynZADgJUAupv_avJl2pMla08vGXKAE_j7CfzyFOPLqVapvKULQ7v90LikuyAt-IPySHPxB=s48-c-k-c0x00ffffff-no-rj,1,2023-04-04T01:49:32Z,2023-04-04T01:49:32Z,i think all communities need to move towards a system like this were you as a parent dont have to homeschool your child 100% of the time maybe community schools is the perfect balance vs public schooling and homeschooling
Barney W,https://yt3.ggpht.com/ytc/AOPolaTjiVDVJ6thE13Ml-10s8a2IgifzaRm8ORUvg=s48-c-k-c0x00ffffff-no-rj,1,2023-03-21T11:02:17Z,2023-03-21T11:02:17Z,"There were multiple stories in this - the title is misleading. Amber Johnston, the black homeschooling mum demonstrated a great example of a healthy, typical approach of homeschooling ie wanting choice, the best for their kids, encouraging open rational thinking, however, she didn't have power herself or even collectively with like minded homeschoolers. By necessity she had to sign up to HDSLA for protection, not because it reflected her beliefs. The majority of this episode appeared to actually focus on right wing religious indoctrination to create a future fundamentalist state, steam rolling over legislation that sounds like it could actually help stop abuse towards children. A better title for this episode would have been: Religious Fundamentalists Recruiting Child Soldiers."
Eureka Hope,https://yt3.ggpht.com/ytc/AOPolaQp4vn4yxu2XnlR5eIQlaZ8nTgyRxoVlpiyHw=s48-c-k-c0x00ffffff-no-rj,1,2023-03-01T23:13:21Z,2023-03-01T23:13:21Z,"""Covid-denying doctors"" 😂.I suppose they mean the physicians and scientists who are being proven correct day by day..."
SEVA,https://yt3.ggpht.com/ytc/AOPolaQdy5SNJ-GE4epasHjer6MuptyInuMxXWgGkJPbHA=s48-c-k-c0x00ffffff-no-rj,1,2023-02-17T19:46:59Z,2023-02-17T19:46:59Z,So happy this exists!!! Freedom!!!!
CC,https://yt3.ggpht.com/ytc/AOPolaTsaz0oBbDgknei4TaggWbGaJ1D1mntsQMjizAVJlZc-8etB3sW5xHmf4HwBEbTuA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-19T07:40:44Z,2023-03-19T07:40:44Z,21 minutes in and vice finally shows an actual homeschooling family.
Sean Jones,https://yt3.ggpht.com/ytc/AOPolaS6XIhZS50gVLkTD7pt4QBqlHemDqMJVtWC0twu1A=s48-c-k-c0x00ffffff-no-rj,1,2023-04-02T13:16:08Z,2023-04-02T13:16:08Z,"3:17 ""He doesn't have a background in education."" ..Let that sink in for a while."
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
Madder Lake Video Productions,https://yt3.ggpht.com/ytc/AOPolaTFNPkdvqibI2LjpW11BqJy2QaqORmRPqcbEHq2=s48-c-k-c0x00ffffff-no-rj,1,2023-02-01T23:41:17Z,2023-02-01T23:41:17Z,"Everyone’s talking about their homeschool experience and yet I’m not seeing comments about the Joshua Project or the HSLDA…are we not concerned with organizations like this?? The guy at the end basically saying “if a kid’s abused in their home, that’s their problem” is so concerning when they’re lobbying gov’t to do the exact controlling that they’re speaking out against"
Ina von Reding,https://yt3.ggpht.com/ytc/AOPolaTbZASvMUitiraqfxJbt3M1R8bzMHI2P2cvnn-S10Y=s48-c-k-c0x00ffffff-no-rj,1,2023-03-11T11:33:56Z,2023-03-11T11:33:56Z,I just wanna know how all these kids get jobs if they cannot provide any official certificates? how do you get a job without education?
Julia Hart,https://yt3.ggpht.com/ytc/AOPolaRXlqzpUIWVbW2-NzoSQMvWqhpK829wx14Y_cw1=s48-c-k-c0x00ffffff-no-rj,1,2023-05-25T19:16:31Z,2023-05-25T19:16:31Z,"Wait till they find out that college graduation rates are about the same and all the high school hype is pretty much worthless (except for the fact that, on average, homeschooled kids are accepted by better schools)..."
Leslie S,https://yt3.ggpht.com/ytc/AOPolaQ0qPuh3_fCrCbgE5sXuJrk1P9LwpcxMUjzwA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-13T03:11:15Z,2023-03-13T03:11:15Z,They left out that a growing number of parents are homeschooling due to school shootings.
Julia Hart,https://yt3.ggpht.com/ytc/AOPolaRXlqzpUIWVbW2-NzoSQMvWqhpK829wx14Y_cw1=s48-c-k-c0x00ffffff-no-rj,1,2023-05-25T19:16:31Z,2023-05-25T19:16:31Z,"Wait till they find out that college graduation rates are about the same and all the high school hype is pretty much worthless (except for the fact that, on average, homeschooled kids are accepted by better schools)..."
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
Sean Jones,https://yt3.ggpht.com/ytc/AOPolaS6XIhZS50gVLkTD7pt4QBqlHemDqMJVtWC0twu1A=s48-c-k-c0x00ffffff-no-rj,1,2023-04-02T13:16:08Z,2023-04-02T13:16:08Z,"3:17 ""He doesn't have a background in education."" ..Let that sink in for a while."
Eureka Hope,https://yt3.ggpht.com/ytc/AOPolaQp4vn4yxu2XnlR5eIQlaZ8nTgyRxoVlpiyHw=s48-c-k-c0x00ffffff-no-rj,1,2023-03-01T23:13:21Z,2023-03-01T23:13:21Z,"""Covid-denying doctors"" 😂.I suppose they mean the physicians and scientists who are being proven correct day by day..."
Krystal Robinson,https://yt3.ggpht.com/ytc/AOPolaR5F3iRiA5FHwTDyGGlKlFFpFB_jwh4KUo86Q=s48-c-k-c0x00ffffff-no-rj,1,2023-06-21T02:42:49Z,2023-06-21T02:42:49Z,"Teachers have absurdly high total comp / hr and it would be even higher if they didn't waste so much money on buildings, equipment and administrators"
CC,https://yt3.ggpht.com/ytc/AOPolaTsaz0oBbDgknei4TaggWbGaJ1D1mntsQMjizAVJlZc-8etB3sW5xHmf4HwBEbTuA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-19T07:40:44Z,2023-03-19T07:40:44Z,21 minutes in and vice finally shows an actual homeschooling family.
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
Krystal Robinson,https://yt3.ggpht.com/ytc/AOPolaR5F3iRiA5FHwTDyGGlKlFFpFB_jwh4KUo86Q=s48-c-k-c0x00ffffff-no-rj,1,2023-06-21T02:42:49Z,2023-06-21T02:42:49Z,"Teachers have absurdly high total comp / hr and it would be even higher if they didn't waste so much money on buildings, equipment and administrators"
Ina von Reding,https://yt3.ggpht.com/ytc/AOPolaTbZASvMUitiraqfxJbt3M1R8bzMHI2P2cvnn-S10Y=s48-c-k-c0x00ffffff-no-rj,1,2023-03-11T11:33:56Z,2023-03-11T11:33:56Z,I just wanna know how all these kids get jobs if they cannot provide any official certificates? how do you get a job without education?
Eureka Hope,https://yt3.ggpht.com/ytc/AOPolaQp4vn4yxu2XnlR5eIQlaZ8nTgyRxoVlpiyHw=s48-c-k-c0x00ffffff-no-rj,1,2023-03-01T23:13:21Z,2023-03-01T23:13:21Z,"""Covid-denying doctors"" 😂.I suppose they mean the physicians and scientists who are being proven correct day by day..."
Krystal Robinson,https://yt3.ggpht.com/ytc/AOPolaR5F3iRiA5FHwTDyGGlKlFFpFB_jwh4KUo86Q=s48-c-k-c0x00ffffff-no-rj,1,2023-06-21T02:42:49Z,2023-06-21T02:42:49Z,"Teachers have absurdly high total comp / hr and it would be even higher if they didn't waste so much money on buildings, equipment and administrators"
Taylor,https://yt3.ggpht.com/ytc/AOPolaSjuGOFipuwxc__D0mtwq605Gh6fuSUc6b1yLPNFQ=s48-c-k-c0x00ffffff-no-rj,1,2023-03-29T00:24:42Z,2023-03-29T00:24:42Z,"Utah at 313% rate if homeschooling makes so much sense and is so believable, from when I grew up to the last time I was there, much has changed and I can't say it's for the better. But I remember a lot of home schooling mixed with boy scouts when I was in cub scouts, was weird, fun but different, and now that I look back on it, I would say the vibe was similar to these home schools. It was a lot when I became the next level,  which I remember as ""wolf""? But all we did then was play football and cook outdoors/camp. Nothing else."
centaur6ify,https://yt3.ggpht.com/ytc/AOPolaSehnpNi8LIUdcuOYVRXh2xg-ETKXl5u0oKJw=s48-c-k-c0x00ffffff-no-rj,1,2023-01-25T11:54:12Z,2023-01-25T11:54:12Z,"When public schooling gets political, the political get home schooling"
SEVA,https://yt3.ggpht.com/ytc/AOPolaQdy5SNJ-GE4epasHjer6MuptyInuMxXWgGkJPbHA=s48-c-k-c0x00ffffff-no-rj,1,2023-02-17T19:46:59Z,2023-02-17T19:46:59Z,So happy this exists!!! Freedom!!!!
Aimee Proulx,https://yt3.ggpht.com/ytc/AOPolaSXLigZgQcM9wLKSNdvv_TsDiJn5GAA0ZoVSw=s48-c-k-c0x00ffffff-no-rj,1,2023-03-21T23:36:58Z,2023-03-21T23:36:58Z,"I'm so thankful for the ability to homeschool my kids. Our oldest is a senior in college now, graduating this December at 19 and our youngest will graduate from his first two years of college and high school at 18 (next year). They are well-adjusted and smart kids. So thankful for everything they've been able to learn and experience."
Leslie S,https://yt3.ggpht.com/ytc/AOPolaQ0qPuh3_fCrCbgE5sXuJrk1P9LwpcxMUjzwA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-13T03:11:15Z,2023-03-13T03:11:15Z,They left out that a growing number of parents are homeschooling due to school shootings.
SEVA,https://yt3.ggpht.com/ytc/AOPolaQdy5SNJ-GE4epasHjer6MuptyInuMxXWgGkJPbHA=s48-c-k-c0x00ffffff-no-rj,1,2023-02-17T19:46:59Z,2023-02-17T19:46:59Z,So happy this exists!!! Freedom!!!!
Eureka Hope,https://yt3.ggpht.com/ytc/AOPolaQp4vn4yxu2XnlR5eIQlaZ8nTgyRxoVlpiyHw=s48-c-k-c0x00ffffff-no-rj,1,2023-03-01T23:13:21Z,2023-03-01T23:13:21Z,"""Covid-denying doctors"" 😂.I suppose they mean the physicians and scientists who are being proven correct day by day..."
Barbara Brooks,https://yt3.ggpht.com/ytc/AOPolaQrvl_kLIwpMIvXe4AW7HtrAznHYTXaAvq57A=s48-c-k-c0x00ffffff-no-rj,1,2023-07-07T14:59:05Z,2023-07-07T14:59:05Z,"I home schooled my children.  One has a masters degree and the other a Ph.D.  I don't have a degree, but I was an honors student.  I think the best way to regulate homeschooling is to require annual standardized testing among a choice of major tests and to require parents and children to be part of a group that meets at least biweekly and the state should send a nurse to teach about recognizing signs and risk factors of negligence and abuse and require all parents in the group to be mandatory reporters of abuse and negligence.  I had very bad experiences in the public schools.  I would have preferred to have sent my children to a good quality Christian school, but I couldn't afford it.  Fortunately, our homeschool group offered group classes with mothers who had knowledge in various fields, such as one with a masters in biology.  When my children turned 14, I started them in part time community college classes.  My son got his bachelor's degree before his 19th birthday."
Krystal Robinson,https://yt3.ggpht.com/ytc/AOPolaR5F3iRiA5FHwTDyGGlKlFFpFB_jwh4KUo86Q=s48-c-k-c0x00ffffff-no-rj,1,2023-06-21T02:42:49Z,2023-06-21T02:42:49Z,"Teachers have absurdly high total comp / hr and it would be even higher if they didn't waste so much money on buildings, equipment and administrators"
SEVA,https://yt3.ggpht.com/ytc/AOPolaQdy5SNJ-GE4epasHjer6MuptyInuMxXWgGkJPbHA=s48-c-k-c0x00ffffff-no-rj,1,2023-02-17T19:46:59Z,2023-02-17T19:46:59Z,So happy this exists!!! Freedom!!!!
Living with Lex,https://yt3.ggpht.com/ytc/AOPolaQB5ne8AdEgA-SwBkVzca5F6eMNX8M5c-uvR2yWjQ=s48-c-k-c0x00ffffff-no-rj,1,2023-01-31T22:32:01Z,2023-01-31T22:32:01Z,I wonder if anyone has thought about hybrid options for schooling as well
Madder Lake Video Productions,https://yt3.ggpht.com/ytc/AOPolaTFNPkdvqibI2LjpW11BqJy2QaqORmRPqcbEHq2=s48-c-k-c0x00ffffff-no-rj,1,2023-02-01T23:41:17Z,2023-02-01T23:41:17Z,"Everyone’s talking about their homeschool experience and yet I’m not seeing comments about the Joshua Project or the HSLDA…are we not concerned with organizations like this?? The guy at the end basically saying “if a kid’s abused in their home, that’s their problem” is so concerning when they’re lobbying gov’t to do the exact controlling that they’re speaking out against"
The Knit Together Family,https://yt3.ggpht.com/keXuQVVh_ItbKgga4d0JFo33brLC25RihjXwW1OpRdslfJbfLlcoHdSimLH8R_IptMPDpUI2u4U=s48-c-k-c0x00ffffff-no-rj,1,2023-02-28T12:16:05Z,2023-02-28T12:16:05Z,I’ve homeschooled for 13 years - my kids love it.  They are learning and thriving!  God bless it!!
Leslie S,https://yt3.ggpht.com/ytc/AOPolaQ0qPuh3_fCrCbgE5sXuJrk1P9LwpcxMUjzwA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-13T03:11:15Z,2023-03-13T03:11:15Z,They left out that a growing number of parents are homeschooling due to school shootings.
Living with Lex,https://yt3.ggpht.com/ytc/AOPolaQB5ne8AdEgA-SwBkVzca5F6eMNX8M5c-uvR2yWjQ=s48-c-k-c0x00ffffff-no-rj,1,2023-01-31T22:32:01Z,2023-01-31T22:32:01Z,I wonder if anyone has thought about hybrid options for schooling as well
Julia Hart,https://yt3.ggpht.com/ytc/AOPolaRXlqzpUIWVbW2-NzoSQMvWqhpK829wx14Y_cw1=s48-c-k-c0x00ffffff-no-rj,1,2023-05-25T19:16:31Z,2023-05-25T19:16:31Z,"Wait till they find out that college graduation rates are about the same and all the high school hype is pretty much worthless (except for the fact that, on average, homeschooled kids are accepted by better schools)..."
Madder Lake Video Productions,https://yt3.ggpht.com/ytc/AOPolaTFNPkdvqibI2LjpW11BqJy2QaqORmRPqcbEHq2=s48-c-k-c0x00ffffff-no-rj,1,2023-02-01T23:41:17Z,2023-02-01T23:41:17Z,"Everyone’s talking about their homeschool experience and yet I’m not seeing comments about the Joshua Project or the HSLDA…are we not concerned with organizations like this?? The guy at the end basically saying “if a kid’s abused in their home, that’s their problem” is so concerning when they’re lobbying gov’t to do the exact controlling that they’re speaking out against"
CC,https://yt3.ggpht.com/ytc/AOPolaTsaz0oBbDgknei4TaggWbGaJ1D1mntsQMjizAVJlZc-8etB3sW5xHmf4HwBEbTuA=s48-c-k-c0x00ffffff-no-rj,1,2023-03-19T07:40:44Z,2023-03-19T07:40:44Z,21 minutes in and vice finally shows an actual homeschooling family.
Living with Lex,https://yt3.ggpht.com/ytc/AOPolaQB5ne8AdEgA-SwBkVzca5F6eMNX8M5c-uvR2yWjQ=s48-c-k-c0x00ffffff-no-rj,1,2023-01-31T22:32:01Z,2023-01-31T22:32:01Z,I wonder if anyone has thought about hybrid options for schooling as well
Barney W,https://yt3.ggpht.com/ytc/AOPolaTjiVDVJ6thE13Ml-10s8a2IgifzaRm8ORUvg=s48-c-k-c0x00ffffff-no-rj,1,2023-03-21T11:02:17Z,2023-03-21T11:02:17Z,"There were multiple stories in this - the title is misleading. Amber Johnston, the black homeschooling mum demonstrated a great example of a healthy, typical approach of homeschooling ie wanting choice, the best for their kids, encouraging open rational thinking, however, she didn't have power herself or even collectively with like minded homeschoolers. By necessity she had to sign up to HDSLA for protection, not because it reflected her beliefs. The majority of this episode appeared to actually focus on right wing religious indoctrination to create a future fundamentalist state, steam rolling over legislation that sounds like it could actually help stop abuse towards children. A better title for this episode would have been: Religious Fundamentalists Recruiting Child Soldiers."
